Id	Print_Name	Inverted_Name
jas	New Caledonian Javanese	Javanese, New Caledonian
jat	Jakati	Jakati
jau	Yaur	Yaur
jav	Javanese	Javanese
jax	Jambi Malay	Malay, Jambi
jay	Yan-nhangu	Yan-nhangu
jaz	Jawe	Jawe
jbe	Judeo-Berber	Judeo-Berber
jbi	Badjiri	Badjiri
jbj	Arandai	Arandai
jbk	Barikewa	Barikewa
jbn	Nafusi	Nafusi
jbo	Lojban	Lojban
jbr	Jofotek-Bromnya	Jofotek-Bromnya
jbt	Jabutí	Jabutí
jbu	Jukun Takum	Jukun Takum
jbw	Yawijibaya	Yawijibaya
jcs	Jamaican Country Sign Language	Jamaican Country Sign Language
jct	Krymchak	Krymchak
jda	Jad	Jad
jdg	Jadgali	Jadgali
jdt	Judeo-Tat	Judeo-Tat
jeb	Jebero	Jebero
jee	Jerung	Jerung
jeg	Jeng	Jeng
jeh	Jeh	Jeh
jei	Yei	Yei
jek	Jeri Kuo	Jeri Kuo
jel	Yelmek	Yelmek
jen	Dza	Dza
jer	Jere	Jere
jet	Manem	Manem
jeu	Jonkor Bourmataguil	Jonkor Bourmataguil
jgb	Ngbee	Ngbee
jge	Judeo-Georgian	Judeo-Georgian
jgk	Gwak	Gwak
jgo	Ngomba	Ngomba
jhi	Jehai	Jehai
jhs	Jhankot Sign Language	Jhankot Sign Language
jia	Jina	Jina
jib	Jibu	Jibu
jic	Tol	Tol
jid	Bu	Bu
jie	Jilbe	Jilbe
jig	Djingili	Djingili
jih	Shangzhai	Shangzhai
jih	sTodsde	sTodsde
jii	Jiiddu	Jiiddu
jil	Jilim	Jilim
jim	Jimi (Cameroon)	Jimi (Cameroon)
jio	Jiamao	Jiamao
jiq	Guanyinqiao	Guanyinqiao
jiq	Lavrung	Lavrung
jit	Jita	Jita
jiu	Youle Jinuo	Jinuo, Youle
jiv	Shuar	Shuar
jiy	Buyuan Jinuo	Jinuo, Buyuan
jje	Jejueo	Jejueo
jjr	Bankal	Bankal
jkm	Mobwa Karen	Karen, Mobwa
jko	Kubo	Kubo
jkp	Paku Karen	Karen, Paku
jkr	Koro (India)	Koro (India)
jku	Labir	Labir
jle	Ngile	Ngile
jls	Jamaican Sign Language	Jamaican Sign Language
jma	Dima	Dima
jmb	Zumbun	Zumbun
jmc	Machame	Machame
jmd	Yamdena	Yamdena
jmi	Jimi (Nigeria)	Jimi (Nigeria)
jml	Jumli	Jumli
jmn	Makuri Naga	Naga, Makuri
jmr	Kamara	Kamara
jms	Mashi (Nigeria)	Mashi (Nigeria)
jmw	Mouwase	Mouwase
jmx	Western Juxtlahuaca Mixtec	Mixtec, Western Juxtlahuaca
jna	Jangshung	Jangshung
jnd	Jandavra	Jandavra
jng	Yangman	Yangman
jni	Janji	Janji
jnj	Yemsa	Yemsa
jnl	Rawat	Rawat
jns	Jaunsari	Jaunsari
job	Joba	Joba
jod	Wojenaka	Wojenaka
jog	Jogi	Jogi
jor	Jorá	Jorá
jos	Jordanian Sign Language	Jordanian Sign Language
jow	Jowulu	Jowulu
jpa	Jewish Palestinian Aramaic	Aramaic, Jewish Palestinian
jpn	Japanese	Japanese
jpr	Judeo-Persian	Judeo-Persian
jqr	Jaqaru	Jaqaru
jra	Jarai	Jarai
jrb	Judeo-Arabic	Judeo-Arabic
jrr	Jiru	Jiru
jrt	Jorto	Jorto
jru	Japrería	Japrería
jsl	Japanese Sign Language	Japanese Sign Language
jua	Júma	Júma
jub	Wannu	Wannu
juc	Jurchen	Jurchen
jud	Worodougou	Worodougou
juh	Hõne	Hõne
jui	Ngadjuri	Ngadjuri
juk	Wapan	Wapan
jul	Jirel	Jirel
jum	Jumjum	Jumjum
jun	Juang	Juang
juo	Jiba	Jiba
jup	Hupdë	Hupdë
jur	Jurúna	Jurúna
jus	Jumla Sign Language	Jumla Sign Language
jut	Jutish	Jutish
juu	Ju	Ju
juw	Wãpha	Wãpha
juy	Juray	Juray
jvd	Javindo	Javindo
jvn	Caribbean Javanese	Javanese, Caribbean
jwi	Jwira-Pepesa	Jwira-Pepesa
jya	Jiarong	Jiarong
jye	Judeo-Yemeni Arabic	Arabic, Judeo-Yemeni
jyy	Jaya	Jaya
kaa	Kara-Kalpak	Kara-Kalpak
kab	Kabyle	Kabyle
kac	Jingpho	Jingpho
kac	Kachin	Kachin
kad	Adara	Adara
kae	Ketangalan	Ketangalan
kaf	Katso	Katso
kag	Kajaman	Kajaman
kah	Kara (Central African Republic)	Kara (Central African Republic)
kai	Karekare	Karekare
kaj	Jju	Jju
kak	Kayapa Kallahan	Kallahan, Kayapa
kal	Greenlandic	Greenlandic
kal	Kalaallisut	Kalaallisut
kam	Kamba (Kenya)	Kamba (Kenya)
kan	Kannada	Kannada
kao	Xaasongaxango	Xaasongaxango
kap	Bezhta	Bezhta
kaq	Capanahua	Capanahua
kas	Kashmiri	Kashmiri
kat	Georgian	Georgian
kau	Kanuri	Kanuri
kav	Katukína	Katukína
kaw	Kawi	Kawi
kax	Kao	Kao
kay	Kamayurá	Kamayurá
kaz	Kazakh	Kazakh
kba	Kalarko	Kalarko
kbb	Kaxuiâna	Kaxuiâna
kbc	Kadiwéu	Kadiwéu
kbd	Kabardian	Kabardian
kbe	Kanju	Kanju
kbg	Khamba	Khamba
kbh	Camsá	Camsá
kbi	Kaptiau	Kaptiau
kbj	Kari	Kari
kbk	Grass Koiari	Koiari, Grass
kbl	Kanembu	Kanembu
kbm	Iwal	Iwal
kbn	Kare (Central African Republic)	Kare (Central African Republic)
kbo	Keliko	Keliko
kbp	Kabiyè	Kabiyè
kbq	Kamano	Kamano
kbr	Kafa	Kafa
kbs	Kande	Kande
kbt	Abadi	Abadi
kbu	Kabutra	Kabutra
kbv	Dera (Indonesia)	Dera (Indonesia)
kbw	Kaiep	Kaiep
kbx	Ap Ma	Ap Ma
kby	Manga Kanuri	Kanuri, Manga
kbz	Duhwa	Duhwa
kca	Khanty	Khanty
kcb	Kawacha	Kawacha
kcc	Lubila	Lubila
kcd	Ngkâlmpw Kanum	Kanum, Ngkâlmpw
kce	Kaivi	Kaivi
kcf	Ukaan	Ukaan
kcg	Tyap	Tyap
kch	Vono	Vono
kci	Kamantan	Kamantan
kcj	Kobiana	Kobiana
kck	Kalanga	Kalanga
kcl	Kala	Kala
kcl	Kela (Papua New Guinea)	Kela (Papua New Guinea)
kcm	Gula (Central African Republic)	Gula (Central African Republic)
kcn	Nubi	Nubi
kco	Kinalakna	Kinalakna
kcp	Kanga	Kanga
kcq	Kamo	Kamo
kcr	Katla	Katla
kcs	Koenoem	Koenoem
kct	Kaian	Kaian
kcu	Kami (Tanzania)	Kami (Tanzania)
kcv	Kete	Kete
kcw	Kabwari	Kabwari
kcx	Kachama-Ganjule	Kachama-Ganjule
kcy	Korandje	Korandje
kcz	Konongo	Konongo
kda	Worimi	Worimi
kdc	Kutu	Kutu
kdd	Yankunytjatjara	Yankunytjatjara
kde	Makonde	Makonde
kdf	Mamusi	Mamusi
kdg	Seba	Seba
kdh	Tem	Tem
kdi	Kumam	Kumam
kdj	Karamojong	Karamojong
kdk	Kwényi	Kwényi
kdk	Numèè	Numèè
kdl	Tsikimba	Tsikimba
kdm	Kagoma	Kagoma
kdn	Kunda	Kunda
kdp	Kaningdon-Nindem	Kaningdon-Nindem
kdq	Koch	Koch
kdr	Karaim	Karaim
kdt	Kuy	Kuy
kdu	Kadaru	Kadaru
kdw	Koneraw	Koneraw
kdx	Kam	Kam
kdy	Keder	Keder
kdy	Keijar	Keijar
kdz	Kwaja	Kwaja
kea	Kabuverdianu	Kabuverdianu
keb	Kélé	Kélé
kec	Keiga	Keiga
ked	Kerewe	Kerewe
kee	Eastern Keres	Keres, Eastern
kef	Kpessi	Kpessi
keg	Tese	Tese
keh	Keak	Keak
kei	Kei	Kei
kej	Kadar	Kadar
kek	Kekchí	Kekchí
kel	Kela (Democratic Republic of Congo)	Kela (Democratic Republic of Congo)
kem	Kemak	Kemak
ken	Kenyang	Kenyang
keo	Kakwa	Kakwa
kep	Kaikadi	Kaikadi
keq	Kamar	Kamar
ker	Kera	Kera
kes	Kugbo	Kugbo
ket	Ket	Ket
keu	Akebu	Akebu
kev	Kanikkaran	Kanikkaran
kew	West Kewa	Kewa, West
kex	Kukna	Kukna
key	Kupia	Kupia
kez	Kukele	Kukele
kfa	Kodava	Kodava
kfb	Northwestern Kolami	Kolami, Northwestern
kfc	Konda-Dora	Konda-Dora
kfd	Korra Koraga	Koraga, Korra
kfe	Kota (India)	Kota (India)
kff	Koya	Koya
kfg	Kudiya	Kudiya
kfh	Kurichiya	Kurichiya
kfi	Kannada Kurumba	Kurumba, Kannada
kfj	Kemiehua	Kemiehua
kfk	Kinnauri	Kinnauri
kfl	Kung	Kung
kfm	Khunsari	Khunsari
kfn	Kuk	Kuk
kfo	Koro (Côte d'Ivoire)	Koro (Côte d'Ivoire)
kfp	Korwa	Korwa
kfq	Korku	Korku
kfr	Kachchi	Kachchi
kfs	Bilaspuri	Bilaspuri
kft	Kanjari	Kanjari
kfu	Katkari	Katkari
kfv	Kurmukar	Kurmukar
kfw	Kharam Naga	Naga, Kharam
kfx	Kullu Pahari	Pahari, Kullu
kfy	Kumaoni	Kumaoni
kfz	Koromfé	Koromfé
kga	Koyaga	Koyaga
kgb	Kawe	Kawe
kgc	Kasseng	Kasseng
kgd	Kataang	Kataang
kge	Komering	Komering
kgf	Kube	Kube
kgg	Kusunda	Kusunda
kgi	Selangor Sign Language	Selangor Sign Language
kgj	Gamale Kham	Kham, Gamale
kgk	Kaiwá	Kaiwá
kgl	Kunggari	Kunggari
kgm	Karipúna	Karipúna
kgn	Karingani	Karingani
kgo	Krongo	Krongo
kgp	Kaingang	Kaingang
kgq	Kamoro	Kamoro
kgr	Abun	Abun
kgs	Kumbainggar	Kumbainggar
kgt	Somyev	Somyev
kgu	Kobol	Kobol
kgv	Karas	Karas
kgw	Karon Dori	Karon Dori
kgx	Kamaru	Kamaru
kgy	Kyerung	Kyerung
kha	Khasi	Khasi
khb	Lü	Lü
khc	Tukang Besi North	Tukang Besi North
khd	Bädi Kanum	Kanum, Bädi
khe	Korowai	Korowai
khf	Khuen	Khuen
khg	Khams Tibetan	Tibetan, Khams
khh	Kehu	Kehu
khj	Kuturmi	Kuturmi
khk	Halh Mongolian	Mongolian, Halh
khl	Lusi	Lusi
khm	Central Khmer	Khmer, Central
khn	Khandesi	Khandesi
kho	Khotanese	Khotanese
kho	Sakan	Sakan
khp	Kapauri	Kapauri
khp	Kapori	Kapori
khq	Koyra Chiini Songhay	Songhay, Koyra Chiini
khr	Kharia	Kharia
khs	Kasua	Kasua
kht	Khamti	Khamti
khu	Nkhumbi	Nkhumbi
khv	Khvarshi	Khvarshi
khw	Khowar	Khowar
khx	Kanu	Kanu
khy	Kele (Democratic Republic of Congo)	Kele (Democratic Republic of Congo)
khz	Keapara	Keapara
kia	Kim	Kim
kib	Koalib	Koalib
kic	Kickapoo	Kickapoo
kid	Koshin	Koshin
kie	Kibet	Kibet
kif	Eastern Parbate Kham	Kham, Eastern Parbate
kig	Kimaama	Kimaama
kig	Kimaghima	Kimaghima
kih	Kilmeri	Kilmeri
kii	Kitsai	Kitsai
kij	Kilivila	Kilivila
kik	Gikuyu	Gikuyu
kik	Kikuyu	Kikuyu
kil	Kariya	Kariya
kim	Karagas	Karagas
kin	Kinyarwanda	Kinyarwanda
kio	Kiowa	Kiowa
kip	Sheshi Kham	Kham, Sheshi
kiq	Kosadle	Kosadle
kiq	Kosare	Kosare
kir	Kirghiz	Kirghiz
kir	Kyrgyz	Kyrgyz
kis	Kis	Kis
kit	Agob	Agob
kiu	Kirmanjki (individual language)	Kirmanjki (individual language)
kiv	Kimbu	Kimbu
kiw	Northeast Kiwai	Kiwai, Northeast
kix	Khiamniungan Naga	Naga, Khiamniungan
kiy	Kirikiri	Kirikiri
kiz	Kisi	Kisi
kja	Mlap	Mlap
kjb	Kanjobal	Kanjobal
kjb	Q'anjob'al	Q'anjob'al
kjc	Coastal Konjo	Konjo, Coastal
kjd	Southern Kiwai	Kiwai, Southern
kje	Kisar	Kisar
kjf	Khalaj	Khalaj
kjg	Khmu	Khmu
kjh	Khakas	Khakas
kji	Zabana	Zabana
kjj	Khinalugh	Khinalugh
kjk	Highland Konjo	Konjo, Highland
kjl	Western Parbate Kham	Kham, Western Parbate
kjm	Kháng	Kháng
kjn	Kunjen	Kunjen
kjo	Harijan Kinnauri	Kinnauri, Harijan
kjp	Pwo Eastern Karen	Karen, Pwo Eastern
kjq	Western Keres	Keres, Western
kjr	Kurudu	Kurudu
kjs	East Kewa	Kewa, East
kjt	Phrae Pwo Karen	Karen, Phrae Pwo
kju	Kashaya	Kashaya
kjv	Kaikavian Literary Language	Kaikavian Literary Language
kjx	Ramopa	Ramopa
kjy	Erave	Erave
kjz	Bumthangkha	Bumthangkha
kka	Kakanda	Kakanda
kkb	Kwerisa	Kwerisa
kkc	Odoodee	Odoodee
kkd	Kinuku	Kinuku
kke	Kakabe	Kakabe
kkf	Kalaktang Monpa	Monpa, Kalaktang
kkg	Mabaka Valley Kalinga	Kalinga, Mabaka Valley
kkh	Khün	Khün
kki	Kagulu	Kagulu
kkj	Kako	Kako
kkk	Kokota	Kokota
kkl	Kosarek Yale	Yale, Kosarek
kkm	Kiong	Kiong
kkn	Kon Keu	Kon Keu
kko	Karko	Karko
kkp	Gugubera	Gugubera
kkq	Kaiku	Kaiku
kkr	Kir-Balar	Kir-Balar
kks	Giiwo	Giiwo
kkt	Koi	Koi
kku	Tumi	Tumi
kkv	Kangean	Kangean
kkw	Teke-Kukuya	Teke-Kukuya
kkx	Kohin	Kohin
kky	Guguyimidjir	Guguyimidjir
kkz	Kaska	Kaska
kla	Klamath-Modoc	Klamath-Modoc
klb	Kiliwa	Kiliwa
klc	Kolbila	Kolbila
kld	Gamilaraay	Gamilaraay
kle	Kulung (Nepal)	Kulung (Nepal)
klf	Kendeje	Kendeje
klg	Tagakaulo	Tagakaulo
klh	Weliki	Weliki
kli	Kalumpang	Kalumpang
klj	Turkic Khalaj	Khalaj, Turkic
klk	Kono (Nigeria)	Kono (Nigeria)
kll	Kagan Kalagan	Kalagan, Kagan
klm	Migum	Migum
kln	Kalenjin	Kalenjin
klo	Kapya	Kapya
klp	Kamasa	Kamasa
klq	Rumu	Rumu
klr	Khaling	Khaling
kls	Kalasha	Kalasha
klt	Nukna	Nukna
klu	Klao	Klao
klv	Maskelynes	Maskelynes
klw	Lindu	Lindu
klx	Koluwawa	Koluwawa
kly	Kalao	Kalao
klz	Kabola	Kabola
kma	Konni	Konni
kmb	Kimbundu	Kimbundu
kmc	Southern Dong	Dong, Southern
kmd	Majukayang Kalinga	Kalinga, Majukayang
kme	Bakole	Bakole
kmf	Kare (Papua New Guinea)	Kare (Papua New Guinea)
kmg	Kâte	Kâte
kmh	Kalam	Kalam
kmi	Kami (Nigeria)	Kami (Nigeria)
kmj	Kumarbhag Paharia	Kumarbhag Paharia
kmk	Limos Kalinga	Kalinga, Limos
kml	Tanudan Kalinga	Kalinga, Tanudan
kmm	Kom (India)	Kom (India)
kmn	Awtuw	Awtuw
kmo	Kwoma	Kwoma
kmp	Gimme	Gimme
kmq	Kwama	Kwama
kmr	Northern Kurdish	Kurdish, Northern
kms	Kamasau	Kamasau
kmt	Kemtuik	Kemtuik
kmu	Kanite	Kanite
kmv	Karipúna Creole French	Creole French, Karipúna
kmw	Komo (Democratic Republic of Congo)	Komo (Democratic Republic of Congo)
kmx	Waboda	Waboda
kmy	Koma	Koma
kmz	Khorasani Turkish	Khorasani Turkish
kna	Dera (Nigeria)	Dera (Nigeria)
knb	Lubuagan Kalinga	Kalinga, Lubuagan
knc	Central Kanuri	Kanuri, Central
knd	Konda	Konda
kne	Kankanaey	Kankanaey
knf	Mankanya	Mankanya
kng	Koongo	Koongo
kni	Kanufi	Kanufi
knj	Western Kanjobal	Kanjobal, Western
knk	Kuranko	Kuranko
knl	Keninjal	Keninjal
knm	Kanamarí	Kanamarí
knn	Konkani (individual language)	Konkani (individual language)
kno	Kono (Sierra Leone)	Kono (Sierra Leone)
knp	Kwanja	Kwanja
knq	Kintaq	Kintaq
knr	Kaningra	Kaningra
kns	Kensiu	Kensiu
knt	Panoan Katukína	Katukína, Panoan
knu	Kono (Guinea)	Kono (Guinea)
knv	Tabo	Tabo
knw	Kung-Ekoka	Kung-Ekoka
knx	Kendayan	Kendayan
knx	Salako	Salako
kny	Kanyok	Kanyok
knz	Kalamsé	Kalamsé
koa	Konomala	Konomala
koc	Kpati	Kpati
kod	Kodi	Kodi
koe	Kacipo-Balesi	Kacipo-Balesi
kof	Kubi	Kubi
kog	Cogui	Cogui
kog	Kogi	Kogi
koh	Koyo	Koyo
koi	Komi-Permyak	Komi-Permyak
kok	Konkani (macrolanguage)	Konkani (macrolanguage)
kol	Kol (Papua New Guinea)	Kol (Papua New Guinea)
kom	Komi	Komi
kon	Kongo	Kongo
koo	Konzo	Konzo
kop	Waube	Waube
koq	Kota (Gabon)	Kota (Gabon)
kor	Korean	Korean
kos	Kosraean	Kosraean
kot	Lagwan	Lagwan
kou	Koke	Koke
kov	Kudu-Camo	Kudu-Camo
kow	Kugama	Kugama
kox	Coxima	Coxima
koy	Koyukon	Koyukon
koz	Korak	Korak
kpa	Kutto	Kutto
kpb	Mullu Kurumba	Kurumba, Mullu
kpc	Curripaco	Curripaco
kpd	Koba	Koba
kpe	Kpelle	Kpelle
kpf	Komba	Komba
kpg	Kapingamarangi	Kapingamarangi
kph	Kplang	Kplang
kpi	Kofei	Kofei
kpj	Karajá	Karajá
kpk	Kpan	Kpan
kpl	Kpala	Kpala
kpm	Koho	Koho
kpn	Kepkiriwát	Kepkiriwát
kpo	Ikposo	Ikposo
kpq	Korupun-Sela	Korupun-Sela
kpr	Korafe-Yegha	Korafe-Yegha
kps	Tehit	Tehit
kpt	Karata	Karata
kpu	Kafoa	Kafoa
kpv	Komi-Zyrian	Komi-Zyrian
kpw	Kobon	Kobon
kpx	Mountain Koiali	Koiali, Mountain
kpy	Koryak	Koryak
kpz	Kupsabiny	Kupsabiny
kqa	Mum	Mum
kqb	Kovai	Kovai
kqc	Doromu-Koki	Doromu-Koki
kqd	Koy Sanjaq Surat	Koy Sanjaq Surat
kqe	Kalagan	Kalagan
kqf	Kakabai	Kakabai
kqg	Khe	Khe
kqh	Kisankasa	Kisankasa
kqi	Koitabu	Koitabu
kqj	Koromira	Koromira
kqk	Kotafon Gbe	Gbe, Kotafon
kql	Kyenele	Kyenele
kqm	Khisa	Khisa
kqn	Kaonde	Kaonde
kqo	Eastern Krahn	Krahn, Eastern
kqp	Kimré	Kimré
kqq	Krenak	Krenak
kqr	Kimaragang	Kimaragang
kqs	Northern Kissi	Kissi, Northern
kqt	Klias River Kadazan	Kadazan, Klias River
kqu	Seroa	Seroa
kqv	Okolod	Okolod
kqw	Kandas	Kandas
kqx	Mser	Mser
kqy	Koorete	Koorete
kqz	Korana	Korana
kra	Kumhali	Kumhali
krb	Karkin	Karkin
krc	Karachay-Balkar	Karachay-Balkar
krd	Kairui-Midiki	Kairui-Midiki
kre	Panará	Panará
krf	Koro (Vanuatu)	Koro (Vanuatu)
krh	Kurama	Kurama
kri	Krio	Krio
krj	Kinaray-A	Kinaray-A
krk	Kerek	Kerek
krl	Karelian	Karelian
krm	Krim	Krim
krn	Sapo	Sapo
krp	Korop	Korop
krr	Kru'ng 2	Kru'ng 2
krs	Gbaya (Sudan)	Gbaya (Sudan)
krt	Tumari Kanuri	Kanuri, Tumari
kru	Kurukh	Kurukh
krv	Kavet	Kavet
krw	Western Krahn	Krahn, Western
krx	Karon	Karon
kry	Kryts	Kryts
krz	Sota Kanum	Kanum, Sota
ksa	Shuwa-Zamani	Shuwa-Zamani
ksb	Shambala	Shambala
ksc	Southern Kalinga	Kalinga, Southern
ksd	Kuanua	Kuanua
kse	Kuni	Kuni
ksf	Bafia	Bafia
ksg	Kusaghe	Kusaghe
ksh	Kölsch	Kölsch
ksi	I'saka	I'saka
ksi	Krisa	Krisa
ksj	Uare	Uare
ksk	Kansa	Kansa
ksl	Kumalu	Kumalu
ksm	Kumba	Kumba
ksn	Kasiguranin	Kasiguranin
kso	Kofa	Kofa
ksp	Kaba	Kaba
ksq	Kwaami	Kwaami
ksr	Borong	Borong
kss	Southern Kisi	Kisi, Southern
kst	Winyé	Winyé
ksu	Khamyang	Khamyang
ksv	Kusu	Kusu
ksw	S'gaw Karen	Karen, S'gaw
ksx	Kedang	Kedang
ksy	Kharia Thar	Kharia Thar
ksz	Kodaku	Kodaku
kta	Katua	Katua
ktb	Kambaata	Kambaata
ktc	Kholok	Kholok
ktd	Kokata	Kokata
kte	Nubri	Nubri
ktf	Kwami	Kwami
ktg	Kalkutung	Kalkutung
kth	Karanga	Karanga
kti	North Muyu	Muyu, North
ktj	Plapo Krumen	Krumen, Plapo
ktk	Kaniet	Kaniet
ktl	Koroshi	Koroshi
ktm	Kurti	Kurti
ktn	Karitiâna	Karitiâna
kto	Kuot	Kuot
ktp	Kaduo	Kaduo
ktq	Katabaga	Katabaga
ktr	Kota Marudu Tinagas	Kota Marudu Tinagas
kts	South Muyu	Muyu, South
ktt	Ketum	Ketum
ktu	Kituba (Democratic Republic of Congo)	Kituba (Democratic Republic of Congo)
ktv	Eastern Katu	Katu, Eastern
ktw	Kato	Kato
ktx	Kaxararí	Kaxararí
kty	Kango (Bas-Uélé District)	Kango (Bas-Uélé District)
ktz	Ju/'hoan	Ju/'hoan
kua	Kuanyama	Kuanyama
kua	Kwanyama	Kwanyama
kub	Kutep	Kutep
kuc	Kwinsu	Kwinsu
kud	'Auhelawa	'Auhelawa
kue	Kuman (Papua New Guinea)	Kuman (Papua New Guinea)
kuf	Western Katu	Katu, Western
kug	Kupa	Kupa
kuh	Kushi	Kushi
kui	Kuikúro-Kalapálo	Kuikúro-Kalapálo
kuj	Kuria	Kuria
kuk	Kepo'	Kepo'
kul	Kulere	Kulere
kum	Kumyk	Kumyk
kun	Kunama	Kunama
kuo	Kumukio	Kumukio
kup	Kunimaipa	Kunimaipa
kuq	Karipuna	Karipuna
kur	Kurdish	Kurdish
kus	Kusaal	Kusaal
kut	Kutenai	Kutenai
kuu	Upper Kuskokwim	Kuskokwim, Upper
kuv	Kur	Kur
kuw	Kpagua	Kpagua
kux	Kukatja	Kukatja
kuy	Kuuku-Ya'u	Kuuku-Ya'u
kuz	Kunza	Kunza
kva	Bagvalal	Bagvalal
kvb	Kubu	Kubu
kvc	Kove	Kove
kvd	Kui (Indonesia)	Kui (Indonesia)
kve	Kalabakan	Kalabakan
kvf	Kabalai	Kabalai
kvg	Kuni-Boazi	Kuni-Boazi
kvh	Komodo	Komodo
kvi	Kwang	Kwang
kvj	Psikye	Psikye
kvk	Korean Sign Language	Korean Sign Language
kvl	Kayaw	Kayaw
kvm	Kendem	Kendem
kvn	Border Kuna	Kuna, Border
kvo	Dobel	Dobel
kvp	Kompane	Kompane
kvq	Geba Karen	Karen, Geba
kvr	Kerinci	Kerinci
kvs	Kunggara	Kunggara
kvt	Lahta	Lahta
kvt	Lahta Karen	Karen, Lahta
kvu	Yinbaw Karen	Karen, Yinbaw
kvv	Kola	Kola
kvw	Wersing	Wersing
kvx	Parkari Koli	Koli, Parkari
kvy	Yintale	Yintale
kvy	Yintale Karen	Karen, Yintale
kvz	Tsakwambo	Tsakwambo
kvz	Tsaukambo	Tsaukambo
kwa	Dâw	Dâw
kwb	Kwa	Kwa
kwc	Likwala	Likwala
kwd	Kwaio	Kwaio
kwe	Kwerba	Kwerba
kwf	Kwara'ae	Kwara'ae
kwg	Sara Kaba Deme	Sara Kaba Deme
kwh	Kowiai	Kowiai
kwi	Awa-Cuaiquer	Awa-Cuaiquer
kwj	Kwanga	Kwanga
kwk	Kwakiutl	Kwakiutl
kwl	Kofyar	Kofyar
kwm	Kwambi	Kwambi
kwn	Kwangali	Kwangali
kwo	Kwomtari	Kwomtari
kwp	Kodia	Kodia
kwr	Kwer	Kwer
kws	Kwese	Kwese
kwt	Kwesten	Kwesten
kwu	Kwakum	Kwakum
kwv	Sara Kaba Náà	Sara Kaba Náà
kww	Kwinti	Kwinti
kwx	Khirwar	Khirwar
kwy	San Salvador Kongo	Kongo, San Salvador
kwz	Kwadi	Kwadi
kxa	Kairiru	Kairiru
kxb	Krobu	Krobu
kxc	Khonso	Khonso
kxc	Konso	Konso
kxd	Brunei	Brunei
kxf	Manumanaw	Manumanaw
kxf	Manumanaw Karen	Karen, Manumanaw
kxh	Karo (Ethiopia)	Karo (Ethiopia)
kxi	Keningau Murut	Murut, Keningau
kxj	Kulfa	Kulfa
kxk	Zayein Karen	Karen, Zayein
kxl	Nepali Kurux	Kurux, Nepali
kxm	Northern Khmer	Khmer, Northern
kxn	Kanowit-Tanjong Melanau	Melanau, Kanowit-Tanjong
kxo	Kanoé	Kanoé
kxp	Wadiyara Koli	Koli, Wadiyara
kxq	Smärky Kanum	Kanum, Smärky
kxr	Koro (Papua New Guinea)	Koro (Papua New Guinea)
kxs	Kangjia	Kangjia
kxt	Koiwat	Koiwat
kxu	Kui (India)	Kui (India)
kxv	Kuvi	Kuvi
kxw	Konai	Konai
kxx	Likuba	Likuba
kxy	Kayong	Kayong
kxz	Kerewo	Kerewo
kya	Kwaya	Kwaya
kyb	Butbut Kalinga	Kalinga, Butbut
kyc	Kyaka	Kyaka
kyd	Karey	Karey
kye	Krache	Krache
kyf	Kouya	Kouya
kyg	Keyagana	Keyagana
kyh	Karok	Karok
kyi	Kiput	Kiput
kyj	Karao	Karao
kyk	Kamayo	Kamayo
kyl	Kalapuya	Kalapuya
kym	Kpatili	Kpatili
kyn	Northern Binukidnon	Binukidnon, Northern
kyo	Kelon	Kelon
kyp	Kang	Kang
kyq	Kenga	Kenga
kyr	Kuruáya	Kuruáya
kys	Baram Kayan	Kayan, Baram
kyt	Kayagar	Kayagar
kyu	Western Kayah	Kayah, Western
kyv	Kayort	Kayort
kyw	Kudmali	Kudmali
kyx	Rapoisi	Rapoisi
kyy	Kambaira	Kambaira
kyz	Kayabí	Kayabí
kza	Western Karaboro	Karaboro, Western
kzb	Kaibobo	Kaibobo
kzc	Bondoukou Kulango	Kulango, Bondoukou
kzd	Kadai	Kadai
kze	Kosena	Kosena
kzf	Da'a Kaili	Kaili, Da'a
kzg	Kikai	Kikai
kzi	Kelabit	Kelabit
kzj	Coastal Kadazan	Kadazan, Coastal
kzk	Kazukuru	Kazukuru
kzl	Kayeli	Kayeli
kzm	Kais	Kais
kzn	Kokola	Kokola
kzo	Kaningi	Kaningi
kzp	Kaidipang	Kaidipang
kzq	Kaike	Kaike
kzr	Karang	Karang
kzs	Sugut Dusun	Dusun, Sugut
kzt	Tambunan Dusun	Dusun, Tambunan
kzu	Kayupulau	Kayupulau
kzv	Komyandaret	Komyandaret
kzw	Karirí-Xocó	Karirí-Xocó
kzx	Kamarian	Kamarian
kzy	Kango (Tshopo District)	Kango (Tshopo District)
kzz	Kalabra	Kalabra
laa	Southern Subanen	Subanen, Southern
lab	Linear A	Linear A
lac	Lacandon	Lacandon
lad	Ladino	Ladino
lae	Pattani	Pattani
laf	Lafofa	Lafofa
lag	Langi	Langi
lah	Lahnda	Lahnda
lai	Lambya	Lambya
laj	Lango (Uganda)	Lango (Uganda)
lak	Laka (Nigeria)	Laka (Nigeria)
lal	Lalia	Lalia
lam	Lamba	Lamba
lan	Laru	Laru
lao	Lao	Lao
lap	Laka (Chad)	Laka (Chad)
laq	Qabiao	Qabiao
lar	Larteh	Larteh
las	Lama (Togo)	Lama (Togo)
lat	Latin	Latin
lau	Laba	Laba
lav	Latvian	Latvian
law	Lauje	Lauje
lax	Tiwa	Tiwa
